Date	Precipitation[mmd-1]	Temperature[degC]	PPFD[mmolm-2s-1]	PET[mmd-1]	
2015-06-22	0.7	13.3748978	272.0975	3.44457281585375
2015-06-23	6.78	16.6914584	498.608388	3.73008799127425
2015-06-24	0	18.925	341.536312	3.91378958198263
2015-06-25	0	17.8397918	578.265156	3.82302167760369
2015-06-26	0	17.3139584	448.415196	3.77711742570499
2015-06-27	1.82	20.9166668	286.79837	4.065657291779
2015-06-28	0	20.6195832	617.220144	4.03882012766067
2015-06-29	0	21.7721988	614.375811	4.12442393139146
2015-06-30	0	24.5154168	706.569283	4.32508409495359
2015-07-01	0	26.4422916	786.767092	4.45700483005058
2015-07-02	0	29.2360416	771.416971	4.64004962676847
2015-07-03	0	29.967449	706.940283	4.68028252732491
2015-07-04	0	20.0085416	715.535113	3.95823926731118
2015-07-05	3.9	25.6955766	711.701448	4.37539489100759
2015-07-06	0.56	19.0422918	687.895622	3.86711508656666
2015-07-07	3.96	15.2129168	731.673609	3.54379803306332
2015-07-08	0.14	14.1222916	475.405437	3.44311230917956
2015-07-09	2.72	17.9595834	595.593942	3.75463377213573
2015-07-10	0	17.7147916	564.429952	3.7254923584182
2015-07-11	0	17.4454168	622.4296	3.69389037367258
2015-07-12	2.52	19.7185416	426.510744	3.86441355293577
2015-07-13	0.24	20.4152082	302.813199	3.90709897662395
2015-07-14	1.02	22.3047918	406.043917	4.03748943437271
2015-07-15	0.78	24.3683334	576.28649	4.17380895297435
2015-07-16	0.02	23.0342718	662.992255	4.06471213101757
2015-07-17	0	19.6566666	428.984077	3.79896286155371
2015-07-18	0	21.21375	554.582996	3.90304816708951
2015-07-19	6.22	24.4075	353.20735	4.11865623346265
2015-07-20	0.86	25.029375	615.272394	4.14584843858027
2015-07-21	1.3	20.5741668	609.073605	3.81088606219743
2015-07-22	15.26	22.1070834	560.256203	3.9074641299233
2015-07-23	0.08	20.752917	384.386799	3.7923186551167
2015-07-24	0	17.1416664	633.652347	3.50209913615805
2015-07-25	0.22	16.89	588.838652	3.46662648049831
2015-07-26	0	17.5703532	600.540607	3.50293223246087
2015-07-27	1.58	16.5116666	374.632593	3.40447976382708
2015-07-28	0.84	15.60625	549.497206	3.31710937482134
2015-07-29	0.02	15.0935416	577.183073	3.26007211041008
2015-07-30	0	19.0525	482.840893	3.5434086721046
2015-07-31	0	21.2816666	650.424633	3.68437632965637
2015-08-01	0	23.2222916	653.593591	3.79749310591214
2015-08-02	0	24.4045834	689.85883	3.85455530449831
2015-08-03	0	20.810625	670.613211	3.58966222182346
2015-08-04	0	25.1349998	620.079934	3.85672627090659
2015-08-05	0	26.2758336	609.058146	3.90505828707473
2015-08-06	0	24.988958	667.459712	3.80047909686299
2015-08-07	0	23.4539584	497.990055	3.67828587890532
2015-08-08	0	26.0072916	541.211542	3.81506041249435
2015-08-09	0	24.6910416	546.374624	3.70856206764759
2015-08-10	0	23.5481248	602.565648	3.61157615904305
2015-08-11	0	24.9356252	602.055523	3.67306131646617
2015-08-12	0	25.3558336	546.034541	3.67269323905072
2015-08-13	0	22.6849144	573.473074	3.48125830443954
2015-08-14	3.66	20.345	494.728348	3.30508269369663
2015-08-15	0.04	17.81625	440.825156	3.11165021130654
2015-08-16	4.06	15.290625	234.17822	2.91390184138952
2015-08-17	38.16	15.9975	112.412965	2.93977818150774
2015-08-18	17.64	16.3216666	113.495048	2.93820268957785
2015-08-19	1.32	17.8956252	206.229562	3.01905362787713
2015-08-20	0.02	18.205625	292.100577	3.01405751619997
2015-08-21	1.3	18.8352082	607.744188	3.02885988629943
2015-08-22	0.14	20.8729168	585.947945	3.12962872391255
2015-08-23	1.08	16.974375	582.006071	2.85750076941441
2015-08-24	11.36	20.3841558	508.192552	3.04477987650877
2015-08-25	0.2	21.5864584	313.185737	3.08867682852959
2015-08-26	0	16.7833334	563.70341	2.76762075231199
2015-08-27	0	18.6670834	412.49004	2.8576957796044
2015-08-28	5.64	23.3239584	276.874123	3.10025339723772
2015-08-29	0	25.5995832	548.708831	3.19272470130259
2015-08-30	0	20.674375	508.687219	2.89134721469057
2015-08-31	0	15.8829166	499.365847	2.57951848732395
2015-09-01	0.82	13.8452084	367.367179	2.42794281502951
2015-09-02	0	12.998125	478.110645	2.34908292088765
2015-09-03	1.08	15.0789584	180.275028	2.44960942734514
2015-09-04	0.02	13.7689584	427.65466	2.34354973587681
2015-09-05	0.1	13.8764584	348.137018	2.32391714715272
2015-09-06	0.66	14.9139584	257.473921	2.35855898100515
2015-09-07	0.68	14.488125	393.244421	2.30745863153562
2015-09-08	0	13.6760418	360.503681	2.23240363036108
2015-09-09	0	14.37	334.301814	2.24684255136042
2015-09-10	0	16.8973958	322.213401	2.36079598340542
2015-09-11	0.02	19.74625	340.469687	2.48167146957323
2015-09-12	0	16.2394794	451.723278	2.26790295847353
2015-09-13	0.4	15.0529168	292.99716	2.17655218609098
2015-09-14	3.72	15.3019792	188.421567	2.16197718432252
2015-09-15	0	16.7280792	298.283908	2.20706726873706
2015-09-16	1.48	14.070625	154.861536	2.04148503853373
2015-09-17	1.4	12.6497916	235.012969	1.94000977057835
2015-09-18	0.02	11.9663902	315.318986	1.87831350587823
2015-09-19	0.08	12.4165304	233.853595	1.87519505900723
2015-09-20	4.32	12.6204206	258.416879	1.85902467094649
2015-09-21	0.02	11.8074358	277.152373	1.7922163764236
2015-09-22	1.06	11.5317426	186.891193	1.75268650184992
2015-09-23	0	12.2985496	205.240229	1.76397953937641
2015-09-24	0	11.8259816	341.010729	1.71517243876336
2015-09-25	0	9.9904968	198.067564	1.60209132503724
2015-09-26	0	10.1658452	264.631127	1.58568025269557
2015-09-27	0	10.2547362	263.997336	1.56504659156312
2015-09-28	0	9.9486254	389.534422	1.52625907990486
2015-09-29	0	8.0204326	353.191891	1.41430934920906
2015-09-30	0	9.1318228	332.771439	1.44092579411865
2015-10-01	0	11.437797	411.84079	1.51760458990052
2015-10-02	0	12.4943942	412.551873	1.5369222017059
2015-10-03	0	12.8650974	361.214764	1.52627357114499
2015-10-04	0	12.8267606	244.81355	1.49863538944323
2015-10-05	0	13.903566	319.894652	1.51532219072423
2015-10-06	0.5	12.8897492	139.449582	1.44930494593254
2015-10-07	6.7	9.4109294	123.171962	1.28704259350667
2015-10-08	1.9	6.368778	123.094671	1.14410446024305
2015-10-09	0.64	4.4312516	87.525056	1.04815695753624
2015-10-10	0.02	3.826725	344.133311	1.00563128996996
2015-10-11	0	3.6509484	366.115054	0.979942291774988
2015-10-12	0.04	3.247047	344.643436	0.94638324567311
2015-10-13	0.02	6.2326902	45.725736	1.03472123961466
2015-10-14	8.18	7.0275	45.401111	1.04246010600168
2015-10-15	9.16	7.0898958	33.405448	1.02389823755049
2015-10-16	2.78	6.740208	44.504528	0.991376860149193
2015-10-17	1.78	6.4221876	41.180987	0.960547136789972
2015-10-18	0	7.9920836	89.380056	0.992240683762033
2015-10-19	1.44	8.0334374	55.990066	0.97296477233522
2015-10-20	0.5	8.619375	29.618158	0.97101780833082
2015-10-21	0	9.170625	115.319131	0.967466011493472
2015-10-22	0.08	7.223875	105.193926	0.887760930286144
2015-10-23	0.02	9.2313542	245.138175	0.928136796896988
2015-10-24	0	7.5272918	231.643054	0.858261105641811
2015-10-25	0.06	6.4286458	93.352846	0.807938266181543
2015-10-26	0	5.4347138	177.66257	0.762108008931755
2015-10-27	0.02	8.5039584	198.515856	0.828765224372356
2015-10-28	0	8.2427084	215.179934	0.802950780007885
2015-10-29	0	7.2362498	78.713809	0.758126706893141
2015-10-30	0	7.1581668	86.303848	0.738557389954501
2015-10-31	0.02	5.0478748	172.901405	0.668368527482858
2015-11-01	0	3.9709168	235.445803	0.626285574588013
2015-11-02	0	7.5477082	243.746925	0.697024838468273
2015-11-03	0.06	10.4847916	245.972924	0.749756661964517
2015-11-04	0	12.1927096	169.005906	0.771290086864733
2015-11-05	0.8	16.0435416	164.220256	0.838694749694556
2015-11-06	0	12.7487496	81.697267	0.747256924701393
2015-11-07	4.56	14.663541	148.353579	0.770361096740603
2015-11-08	0.02	14.438127	186.659318	0.74729292941154
2015-11-09	0.02	12.956043	92.270763	0.699006188611408
2015-11-10	0	10.9683346	40.268946	0.641963540867173
2015-11-11	0.54	11.0950004	81.10985	0.628831918930351
2015-11-12	0	7.2570834	129.57171	0.539061794768281
2015-11-13	0.06	10.8504184	81.063475	0.593879949432378
2015-11-14	0.02	11.1256246	100.262719	0.584487123463087
2015-11-15	4	12.356042	29.587241	0.592602557195579
2015-11-16	0.3	12.5595718	59.18994	0.581867430593559
2015-11-17	1.32	10.346666	63.688314	0.529310914588412
2015-11-18	0.3	6.5814152	87.324098	0.452464967676286
2015-11-19	3.28	3.6418752	111.624591	0.393341116136991
2015-11-20	0	1.3109164	44.535445	0.347341556165932
2015-11-21	0	-0.1589582	95.285137	0.316924952681962
2015-11-22	0.28	1.1197916	73.550727	0.327554602739953
2015-11-23	0.04	2.8895834	29.989157	0.345163448602249
2015-11-24	0.04	2.6301668	123.342004	0.333165434339382
2015-11-25	0.14	0.8350832	42.232154	0.300455213171882
2015-11-26	0.12	1.0681252	84.046933	0.296470719587945
2015-11-27	0	6.506875	114.329798	0.363514368578209
2015-11-28	0.84	7.2202082	41.459237	0.365250444323855
2015-11-29	1.38	7.18875	22.275451	0.356913373440631
2015-11-30	2.74	8.8389584	33.85374	0.371351702181897
2015-12-01	0.44	5.7077084	72.422269	0.322942361952273
2015-12-02	0.02	5.8620834	15.195537	0.318351330019554
2015-12-03	0	4.5065416	110.403383	0.295325365573774
2015-12-04	0	7.1650832	18.349036	0.322218593252744
2015-12-05	0	9.1402082	91.899763	0.340611359654164
2015-12-06	0.04	3.7743752	132.539709	0.270749524139929
2015-12-07	0	5.0022918	53.207567	0.28028485019599
2015-12-08	0	2.4297918	110.418841	0.24681835320183
2015-12-09	0.58	3.9241668	48.508235	0.259484877394722
2015-12-10	0.02	4.8293668	124.980587	0.265764738179307
2015-12-11	0.16	4.4847808	28.999824	0.258425251198618
2015-12-12	0.06	0.5754584	82.40835	0.214013785933866
2015-12-13	0.18	4.875	66.934563	0.25649375385841
2015-12-14	0	7.1727084	31.117615	0.278732899089433
2015-12-15	0	10.94104	50.13136	0.31773544612648
2015-12-16	0.08	10.499375	62.559856	0.310356891815073
2015-12-17	0.08	7.3422916	68.263979	0.273898382150594
2015-12-18	2.02	7.7272916	33.38999	0.276449221536289
2015-12-19	0.06	9.342083	83.861433	0.292562398843771
2015-12-20	0.04	10.967502	94.311263	0.309204305007982
2015-12-21	1.22	8.2760418	51.630817	0.279488992967324
2015-12-22	0.28	6.4654998	40.794529	0.260007059076402
2015-12-23	0	9.1822916	54.954358	0.288971012428444
2015-12-24	0	12.031877	102.75151	0.320293975746362
2015-12-25	0.04	8.8020836	42.695904	0.286010620761505
2015-12-26	0.02	9.1379166	74.339102	0.290714388015822
2015-12-27	0	4.8170416	47.302485	0.246043894232054
2015-12-28	0	2.3232086	35.059489	0.2218818120485
2015-12-29	0	0.281875	68.882312	0.203149722586361
2015-12-30	0	2.2537082	97.248345	0.224800418540001
2015-12-31	1.78	-1.1808332	57.226732	0.192641415773665
2016-01-01	0.02	-3.8074166	121.595213	0.170585643296249
2016-01-02	0	-3.878042	28.984366	0.172141409971207
2016-01-03	0	-4.951375	47.25611	0.164640562432478
2016-01-04	0.7	-6.311375	34.271114	0.154851326010645
2016-01-05	0.22	-3.4089998	40.531738	0.18459329103186
2016-01-06	0	3.0902082	18.256286	0.256847034997933
2016-01-07	0.24	-1.4020832	51.089776	0.211783247572351
2016-01-08	0.16	2.6823334	148.523621	0.261257607464767
2016-01-09	0	3.55625	83.088516	0.276509085101281
2016-01-10	1.88	4.3702084	76.317768	0.291790911035335
2016-01-11	5.6	2.8545416	36.311614	0.279050847492435
2016-01-12	0.08	1.76525	66.393521	0.271523148693169
2016-01-13	0.36	1.1285834	51.012484	0.269563991450108
2016-01-14	0.6	-0.363	130.12821	0.25713832224878
2016-01-15	0.04	-1.5001248	62.266148	0.249074083190923
2016-01-16	0.02	-5.0852916	33.822823	0.212143602879923
2016-01-17	0.02	-6.8191228	35.770572	0.197627542250436
2016-01-18	0.02	-2.4722082	175.050113	0.255130517231265
2016-01-19	0.02	-4.911875	213.09306	0.23067806311603
2016-01-20	0	-6.8788772	56.747524	0.212592955550588
2016-01-21	0	1.2850416	130.12821	0.328219636356999
2016-01-22	0	3.5375	213.541351	0.370693688598996
2016-01-23	2.42	6.2347916	87.77239	0.422982682669181
2016-01-24	0.36	8.57125	77.724476	0.472269116974427
2016-01-25	0.4	9.732941	71.12377	0.503907807770136
2016-01-26	0	7.4612498	72.128561	0.477298034686834
2016-01-27	0	5.581125	52.728359	0.456509988828646
2016-01-28	0	7.094375	182.361902	0.495492359513633
2016-01-29	0.04	3.7645834	132.060501	0.447513778609134
2016-01-30	0.98	9.1652082	31.705032	0.56055320149311
2016-01-31	0.14	8.6660418	114.051548	0.565241468009981
2016-02-01	1.08	4.2339584	57.427691	0.492693549485501
2016-02-02	5.74	3.0383334	33.776448	0.481930063111443
2016-02-03	0	4.0795834	113.773298	0.515563193550498
2016-02-04	0	6.8181248	56.701149	0.586300832761687
2016-02-05	1.7	6.2287918	64.229355	0.588611471166491
2016-02-06	0	7.4108332	150.37862	0.629712068717425
2016-02-07	0	7.391875	101.54576	0.645226155328068
2016-02-08	1.24	4.1154168	102.859718	0.586232287283008
2016-02-09	3.5	3.0281668	83.382224	0.575864412243427
2016-02-10	0	1.5181248	120.389463	0.554985052646584
2016-02-11	0	1.1609168	157.535827	0.5604907369449
2016-02-12	0	4.410625	191.868774	0.654644757840607
2016-02-13	0.7	2.7331248	257.953129	0.628172041598002
2016-02-14	1.3	-0.5137082	103.524427	0.561257043383328
2016-02-15	0.2	-0.52475	71.49477	0.574772778856828
2016-02-16	0	1.624875	64.662188	0.645414332545175
2016-02-17	0.88	1.3867082	108.811175	0.65439136430878
2016-02-18	0.34	3.4700418	149.574787	0.728383912882588
2016-02-19	0	10.0764576	190.98765	0.938313887682433
2016-02-20	0.02	7.658125	39.604238	0.887359410260066
2016-02-21	3.28	3.5222916	68.758646	0.781663544022978
2016-02-22	11.8	2.3314166	66.192563	0.762848179744958
2016-02-23	0.36	0.7222084	167.985657	0.730205689135477
2016-02-24	0	-0.0025416	262.436044	0.723883666736562
2016-02-25	0	0.2838332	310.743321	0.748971885999883
2016-02-26	0	0.7456666	247.827924	0.780346257248793
2016-02-27	0	0.364	274.230749	0.784470049436598
2016-02-28	0	0.4049166	216.648475	0.802557870806578
2016-02-29	0.58	4.081125	61.771481	0.948292692453731
2016-03-01	0.1	2.2846248	223.35739	0.903147675145047
2016-03-02	1.18	2.828375	134.410167	0.941439518690787
2016-03-03	0	5.6064586	185.53086	1.06465248449683
2016-03-04	0	3.7392084	323.310942	1.01411563401271
2016-03-05	0.26	2.1222084	134.549292	0.971386336142755
2016-03-06	0.84	1.2181408	149.698454	0.954905905339592
2016-03-07	0.1	2.1948748	252.449964	1.01207333106256
2016-03-08	0	3.685	302.504032	1.09191047939031
2016-03-09	0	2.8214584	410.63504	1.07619644473751
2016-03-10	0	2.3702082	46.297694	1.07689008361704
2016-03-11	0	1.77875	63.224564	1.07107386143932
2016-03-12	0	3.4718334	66.718146	1.16399665620058
2016-03-13	0	3.6345834	87.49414	1.1916416125505
2016-03-14	0	4.4768098	428.48941	1.25039870405888
2016-03-15	1.9	3.6778748	81.589058	1.2348322857645
2016-03-16	0	3.8973332	393.151671	1.26578457503969
2016-03-17	0	5.2835416	431.936617	1.35269768467963
2016-03-18	0	5.6404166	389.859047	1.39193456597535
2016-03-19	0	6.1972916	103.153427	1.44157336209363
2016-03-20	0	5.7654166	102.256844	1.44268442781987
2016-03-21	1.58	5.25	178.760112	1.43894671694403
2016-03-22	0.1	5.2218748	185.778193	1.45948806316901
2016-03-23	1.28	6.52	148.121704	1.54907041508336
2016-03-24	0	8.1722916	262.420586	1.65909091306286
2016-03-25	1.76	7.2731668	129.803585	1.63514684707087
2016-03-26	0.04	8.3677498	350.764934	1.71776463021729
2016-03-27	0.04	8.1416666	245.55555	1.72953730127304
2016-03-28	0.24	8.1437502	321.703276	1.75358776221996
2016-03-29	0	6.0810416	290.044619	1.66121295575176
2016-03-30	2.82	6.353375	251.970756	1.69913152765439
2016-03-31	7.92	7.3639164	69.346062	1.78006842303433
2016-04-01	3.94	11.6395834	404.961834	2.05082445471597
2016-04-02	0	13.5712554	388.869714	2.18752615702459
2016-04-03	0	14.140835	433.637033	2.24734936809333
2016-04-04	0	11.7533314	299.690616	2.13534412693518
2016-04-05	0	8.8043752	413.077456	1.9829015571135
2016-04-06	0	7.7376666	458.463109	1.94060941048515
2016-04-07	0	6.7390832	318.70436	1.90076797412993
2016-04-08	0	5.9092916	578.265156	1.87001280334399
2016-04-09	0	7.4066666	383.474757	1.98739806695714
2016-04-10	0	11.0510406	396.258795	2.24354833502343
2016-04-11	0	11.2450004	290.276494	2.28044013607631
2016-04-12	0	8.7954168	483.490143	2.1450180671413
2016-04-13	6.1	8.9847918	336.867896	2.18022941312203
2016-04-14	0	10.870624	255.495255	2.32841645662944
2016-04-15	1.38	7.5129166	212.984851	2.12533176494584
2016-04-16	0.8	7.86275	268.820334	2.17062419694749
2016-04-17	3.38	8.4602084	199.335147	2.23327980116696
2016-04-18	0	6.9781252	560.704494	2.15107880734219
2016-04-19	0	8.5285	269.376834	2.28087487549136
2016-04-20	0	8.4058334	498.623847	2.29328047097554
2016-04-21	0	5.4670834	648.090426	2.10258082384331
2016-04-22	0	3.6994582	624.763808	1.99280047577951
2016-04-23	0	5.2448334	298.1757	2.12369909183643
2016-04-24	0.14	5.7460414	528.798504	2.17903744102964
2016-04-25	0.4	4.6291666	471.370813	2.11405234629152
2016-04-26	0.56	5.6116252	465.543024	2.20539730703406
2016-04-27	2.76	6.7437916	239.619551	2.30897485922153
2016-04-28	0.12	10.946875	479.331853	2.64464678994555
2016-04-29	0	10.7354166	447.333113	2.64910397148934
2016-04-30	0	11.1295846	495.717681	2.69884928137482
2016-05-01	0	9.8652084	626.361961	2.6221003715375
2016-05-02	0	9.4947916	688.09658	2.61233024626774
2016-05-03	0.16	12.685832	433.85345	2.87663302129605
2016-05-04	0	14.6220816	640.577678	3.04270451482266
2016-05-05	0	15.958126	692.007537	3.16266241706873
2016-05-06	0	15.8004164	704.977075	3.17157222311688
2016-05-07	0	17.333079	709.042615	3.30448099189639
2016-05-08	0	16.4792018	676.71925	3.26247566954515
2016-05-09	0	15.2141684	710.48024	3.18524046972119
2016-05-10	0.08	15.857504	690.554454	3.25323244078154
2016-05-11	0	15.6894916	690.554454	3.25972440632017
2016-05-12	0.48	10.6428958	647.564843	2.87480476079239
2016-05-13	0.08	10.9577086	693.08962	2.91419980550506
2016-05-14	0	11.4671872	339.696771	2.97162800966315
2016-05-15	0.84	11.038209	469.794064	2.95347157159609
2016-05-16	0.08	13.702502	414.978831	3.18869252002536
2016-05-17	0	13.8152216	208.702894	3.21218326939604
2016-05-18	0	17.1029574	361.585764	3.49063819159928
2016-05-19	0	17.7624994	609.212729	3.55840967069347
2016-05-20	0	20.38125	559.560578	3.77328144568474
2016-05-21	0	17.5146898	583.520987	3.56996292951012
2016-05-22	0.58	13.3337432	697.356119	3.24573532371518
2016-05-23	16.56	13.2243754	405.564709	3.24957553650495
2016-05-24	0.08	15.4710424	194.280274	3.44834070249161
2016-05-25	0.02	13.4387494	238.305593	3.29219517172187
2016-05-26	0	18.5506244	492.517807	3.72100843031753
2016-05-27	0	20.593959	248.245299	3.8917991129191
2016-05-28	0	19.2841676	679.548125	3.80342514813224
2016-05-29	0.34	18.757708	513.633884	3.77394113719965
2016-05-30	0	17.1785416	549.775456	3.65853401581076
2016-05-31	0.52	17.887292	577.476781	3.72633580165168
2016-06-01	2.9	18.8327096	255.062422	3.81219004860723
2016-06-02	0.12	19.649167	474.215146	3.8865272320509
2016-06-03	0	20.626248	441.242531	3.97224137034183
2016-06-04	0	20.2474976	603.276731	3.95179815157294
2016-06-05	0	19.518541	651.800425	3.9028395226637
2016-06-06	0	19.1708336	751.676686	3.88294935701115
2016-06-07	0	16.0637474	671.849877	3.63503620221802
2016-06-08	0	16.282341	608.238855	3.65850545959279
2016-06-09	0	17.0937504	426.989952	3.73340472887637
2016-06-10	0	16.5910924	694.929161	3.6968219051026
2016-06-11	0	15.8072938	431.163701	3.63544676808549
2016-06-12	0.92	18.1415334	386.829214	3.83451656947551
2016-06-13	21.4	16.7649986	420.621121	3.72453693519954
2016-06-14	1.02	16.25375	479.069061	3.68479703602926
2016-06-15	0.42	15.870623	467.42894	3.65508714180444
2016-06-16	0.38	16.525208	390.260963	3.71289761102203
2016-06-17	11.62	16.114375	330.220815	3.67993830499812
2016-06-18	0.2	17.8320846	580.197447	3.82532955625897
2016-06-19	0.74	19.6304176	515.61255	3.97285783457407
2016-06-20	0	21.5168746	701.839034	4.12217797321199
2016-06-21	0.12	24.8429164	487.432017	4.3719938756099
2016-06-22	0	25.2797894	523.820922	4.40275655091371
2016-06-23	0	22.0462476	817.451874	4.16070133429917
2016-06-24	0	18.920208	781.526718	3.9117026114542
2016-06-25	14.48	18.547499	598.515566	3.87903224108762
2016-06-26	0	18.4052086	732.461983	3.8645559636281
2016-06-27	0.06	20.1814584	635.816513	4.00429522784456
2016-06-28	0	18.9202104	542.5255	3.89923474211102
2016-06-29	0.2	21.733957	661.338213	4.11686656982765
2016-06-30	0	17.5866674	437.857157	3.78087312241253
2016-07-01	0	15.7762484	505.657386	3.62408400603964
2016-07-02	0	17.5104184	299.536033	3.76341911180814
2016-07-03	0.04	18.6514764	670.953294	3.84995851035761
2016-07-04	0	16.8862506	617.081019	3.69719642577463
2016-07-05	0.12	17.4410856	457.906609	3.73669548237399
2016-07-06	0	21.4011816	504.003345	4.04310604958508
2016-07-07	0	18.769777	681.171249	3.82650432566354
2016-07-08	0.28	20.464061	450.285653	3.94986344002158
2016-07-09	0	25.9347188	627.623599	4.34438776981635
2016-07-10	0	21.144635	699.829452	3.98490912787656
2016-07-11	0	16.9344214	527.917379	3.64187157564839
2016-07-12	0	15.3575006	468.000898	3.50149893141478
2016-07-13	16.4	14.7556234	342.494728	3.44067828065961
2016-07-14	1.9	17.694791	305.441114	3.66649186759824
2016-07-15	0.02	20.2316506	207.048853	3.8558009920624
2016-07-16	0	20.3463296	632.199264	3.85081447804625
2016-07-17	5.68	21.983334	309.522113	3.95958837662208
2016-07-18	0	23.5912514	524.377422	4.06075492800168
2016-07-19	0	21.5099264	689.85883	3.89506505659171
2016-07-20	0	23.5041674	731.086192	4.0229521746178
2016-07-21	0	21.874998	280.352247	3.89019146959104
2016-07-22	1.68	23.941875	659.034922	4.01991325983279
2016-07-23	0.16	24.316458	461.523858	4.02810669116262
2016-07-24	0	22.2097916	610.186604	3.86306015585524
2016-07-25	0	21.423542	519.693549	3.7889598106737
2016-07-26	18.76	21.0937504	419.801829	3.74709830669958
2016-07-27	2.2	20.7576784	389.240714	3.70442045695956
2016-07-28	8.7	19.7708344	479.903811	3.61415255733785
2016-07-29	1.08	19.0329156	494.326431	3.54129992481882
2016-07-30	0.04	17.3614594	393.244421	3.39825981567454
2016-07-31	2.5	15.896666	340.43877	3.26872745190173
2016-08-01	0.06	19.083539	434.549075	3.48668776380268
2016-08-02	2.98	19.1685416	170.737239	3.47260096857183
2016-08-03	0.94	18.1997906	228.937846	3.38219277518142
2016-08-04	2.36	17.6993764	191.899691	3.32533115790471
2016-08-05	5.8	20.178557	314.17507	3.4802555539639
2016-08-06	0.3	21.8541656	461.910316	3.5719371399495
2016-08-07	0	17.521664	644.751427	3.24927791567629
2016-08-08	0	12.4683324	527.762796	2.85507845446239
2016-08-09	0	13.7233316	360.395473	2.92959956101147
2016-08-10	6.8	16.6391676	258.648754	3.12081499374238
2016-08-11	0.28	21.6222944	435.4302	3.43714704001049
2016-08-12	0.78	18.5133354	246.374841	3.2057107096334
2016-08-13	0	17.8170826	611.083187	3.13447496644472
2016-08-14	0	17.912917	364.58468	3.11725443264757
2016-08-15	0	13.5747916	440.191365	2.79153275668218
2016-08-16	0	16.7110404	430.576284	2.98759979219758
2016-08-17	0	19.8729166	379.641092	3.1721913207543
2016-08-18	0	20.7629174	611.33052	3.20257881430323
2016-08-19	0	18.214167	551.197622	3.01357415653494
2016-08-20	1.06	19.850556	285.468954	3.09215502878228
2016-08-21	0	21.3506254	448.64707	3.15765225679934
2016-08-22	0	22.4004166	466.424148	3.19247222505886
2016-08-23	0	23.3247924	413.432998	3.21759928691265
2016-08-24	0	24.4308326	567.691659	3.25078498939985
2016-08-25	0	24.6712514	578.945322	3.23401721306731
2016-08-26	0	25.0558344	575.158032	3.2245574796706
2016-08-27	0	21.0212516	546.946582	2.96826185948124
2016-08-28	4.86	16.6668756	498.268305	2.67989984039835
2016-08-29	0.02	17.6796714	431.611992	2.71440143266859
2016-08-30	0	20.0158336	538.800043	2.82334641270729
2016-08-31	0	20.3229176	553.176288	2.81164104888186
2016-09-01	0	22.0174984	339.124812	2.87564992143176
2016-09-02	0	18.7864574	463.981732	2.66633911974715
2016-09-03	0	17.0620816	445.478113	2.53914280102727
2016-09-04	1.86	17.2479186	204.560062	2.52168054207506
2016-09-05	0.26	18.1187486	219.956557	2.5421158454124
2016-09-06	0	20.9527066	388.606922	2.66570764556158
2016-09-07	0	21.3625004	480.290269	2.65618690365534
2016-09-08	0	21.1985414	496.490597	2.6166831063328
2016-09-09	0	22.102084	353.501058	2.63100517210722
2016-09-10	0	22.9304166	420.945746	2.63982319837372
2016-09-11	0	23.4206244	377.044092	2.63097793035117
2016-09-12	0	22.627711	439.603948	2.56065255128358
2016-09-13	0	20.6304166	441.118864	2.43226814045236
2016-09-14	0	18.1833324	417.85408	2.28043991376243
2016-09-15	0	16.1710434	448.291529	2.14931277876168
2016-09-16	0.56	15.4181246	205.379354	2.08253282602429
2016-09-17	10.58	14.2404174	55.03165	1.99475231167922
2016-09-18	0.08	12.735418	367.073471	1.89100952834866
2016-09-19	0.18	14.0827074	156.623785	1.93182622756343
2016-09-20	0.02	14.091248	260.472837	1.90476591387606
2016-09-21	0	15.8695824	281.449789	1.96239989840187
2016-09-22	0	15.037292	301.932074	1.89468259169602
2016-09-23	0	14.678334	337.949979	1.84985105712614
2016-09-24	0	14.463884	321.347735	1.81212914097241
2016-09-25	0	15.6502074	389.410755	1.83812493937328
2016-09-26	0	17.441459	187.277651	1.8882219883116
2016-09-27	0	20.290833	293.213577	1.97798157631995
2016-09-28	0	14.163092	240.933509	1.68852954684152
2016-09-29	0	13.0614576	327.330108	1.61358245952477
2016-09-30	0.1	13.5445826	39.619696	1.60784898276434
2016-10-01	2.76	11.7830198	66.146188	1.50652832059259
2016-10-02	0.1	11.943958	256.608254	1.48782756302569
2016-10-03	0.2	8.3326862	110.758924	1.31178610192564
2016-10-04	0.68	9.3283334	262.405128	1.32994306489495
2016-10-05	0.2	9.6016668	207.837228	1.31750888588623
2016-10-06	2.2	8.4518748	42.572237	1.24807355943999
2016-10-07	0.54	7.296875	109.707758	1.17995545748937
2016-10-08	0.64	7.2510416	130.607418	1.15639913769979
2016-10-09	0.2	7.1397916	139.325916	1.13054713629332
2016-10-10	0.5	6.8627082	118.488089	1.09878762708373
2016-10-11	2.22	7.3777084	82.748433	1.09659846956839
2016-10-12	0.9	8.8272916	45.602069	1.12749650379162
2016-10-13	0	10.840416	48.600985	1.17624239908518
2016-10-14	0	12.4224996	236.079594	1.20722594826154
2016-10-15	0	11.2081246	167.76924	1.14248637534261
2016-10-16	0	12.1367244	274.988207	1.150109401785
2016-10-17	0	9.6625	161.925992	1.04632129359323
2016-10-18	12.82	7.5452084	176.132196	0.956654160582243
