Date	DayCount	NumberPlants	LeafAreaIndex
2015-08-14	956	0	0
2015-08-15	957	0	0
2015-08-16	958	0	0
2015-08-17	959	0	0
2015-08-18	960	0	0
2015-08-19	961	0	0
2015-08-20	962	0	0
2015-08-21	963	0	0
2015-08-22	964	0	0
2015-08-23	965	0	0
2015-08-24	966	0	0
2015-08-25	967	0	0
2015-08-26	968	0	0
2015-08-27	969	0	0
2015-08-28	970	0	0
2015-08-29	971	0	0
2015-08-30	972	0	0
2015-08-31	973	0	0
2015-09-01	974	0	0
2015-09-02	975	0	0
2015-09-03	976	0	0
2015-09-04	977	0	0
2015-09-05	978	0	0
2015-09-06	979	0	0
2015-09-07	980	0	0
2015-09-08	981	0	0
2015-09-09	982	0	0
2015-09-10	983	0	0
2015-09-11	984	0	0
2015-09-12	985	0	0
2015-09-13	986	0	0
2015-09-14	987	0	0
2015-09-15	988	0	0
2015-09-16	989	0	0
2015-09-17	990	0	0
2015-09-18	991	0	0
2015-09-19	992	0	0
2015-09-20	993	0	0
2015-09-21	994	0	0
2015-09-22	995	0	0
2015-09-23	996	0	0
2015-09-24	997	0	0
2015-09-25	998	0	0
2015-09-26	999	0	0
2015-09-27	1000	0	0
2015-09-28	1001	0	0
2015-09-29	1002	0	0
2015-09-30	1003	0	0
2015-10-01	1004	0	0
2015-10-02	1005	0	0
2015-10-03	1006	0	0
2015-10-04	1007	0	0
2015-10-05	1008	0	0
2015-10-06	1009	0	0
2015-10-07	1010	0	0
2015-10-08	1011	0	0
2015-10-09	1012	0	0
2015-10-10	1013	0	0
2015-10-11	1014	0	0
2015-10-12	1015	0	0
2015-10-13	1016	0	0
2015-10-14	1017	0	0
2015-10-15	1018	0	0
2015-10-16	1019	0	0
2015-10-17	1020	0	0
2015-10-18	1021	0	0
2015-10-19	1022	0	0
2015-10-20	1023	0	0
2015-10-21	1024	0	0
2015-10-22	1025	0	0
2015-10-23	1026	0	0
2015-10-24	1027	0	0
2015-10-25	1028	0	0
2015-10-26	1029	0	0
2015-10-27	1030	0	0
2015-10-28	1031	0	0
2015-10-29	1032	0	0
2015-10-30	1033	0	0
2015-10-31	1034	0	0
2015-11-01	1035	0	0
2015-11-02	1036	0	0
2015-11-03	1037	0	0
2015-11-04	1038	0	0
2015-11-05	1039	0	0
2015-11-06	1040	0	0
2015-11-07	1041	0	0
2015-11-08	1042	0	0
2015-11-09	1043	0	0
2015-11-10	1044	0	0
2015-11-11	1045	0	0
2015-11-12	1046	0	0
2015-11-13	1047	0	0
2015-11-14	1048	0	0
2015-11-15	1049	0	0
2015-11-16	1050	0	0
2015-11-17	1051	0	0
2015-11-18	1052	0	0
2015-11-19	1053	0	0
2015-11-20	1054	0	0
2015-11-21	1055	0	0
2015-11-22	1056	0	0
2015-11-23	1057	0	0
2015-11-24	1058	0	0
2015-11-25	1059	0	0
2015-11-26	1060	0	0
2015-11-27	1061	0	0
2015-11-28	1062	0	0
2015-11-29	1063	0	0
2015-11-30	1064	0	0
2015-12-01	1065	0	0
2015-12-02	1066	0	0
2015-12-03	1067	0	0
2015-12-04	1068	0	0
2015-12-05	1069	0	0
2015-12-06	1070	0	0
2015-12-07	1071	0	0
2015-12-08	1072	0	0
2015-12-09	1073	0	0
2015-12-10	1074	0	0
2015-12-11	1075	0	0
2015-12-12	1076	0	0
2015-12-13	1077	0	0
2015-12-14	1078	0	0
2015-12-15	1079	0	0
2015-12-16	1080	0	0
2015-12-17	1081	0	0
2015-12-18	1082	0	0
2015-12-19	1083	0	0
2015-12-20	1084	0	0
2015-12-21	1085	0	0
2015-12-22	1086	0	0
2015-12-23	1087	0	0
2015-12-24	1088	0	0
2015-12-25	1089	0	0
2015-12-26	1090	0	0
2015-12-27	1091	0	0
2015-12-28	1092	0	0
2015-12-29	1093	0	0
2015-12-30	1094	0	0
2015-12-31	1095	0	0
2016-01-01	1096	0	0
2016-01-02	1097	0	0
2016-01-03	1098	0	0
2016-01-04	1099	0	0
2016-01-05	1100	0	0
2016-01-06	1101	0	0
2016-01-07	1102	0	0
2016-01-08	1103	0	0
2016-01-09	1104	0	0
2016-01-10	1105	0	0
2016-01-11	1106	0	0
2016-01-12	1107	0	0
2016-01-13	1108	0	0
2016-01-14	1109	0	0
2016-01-15	1110	0	0
2016-01-16	1111	0	0
2016-01-17	1112	0	0
2016-01-18	1113	0	0
2016-01-19	1114	0	0
2016-01-20	1115	0	0
2016-01-21	1116	0	0
2016-01-22	1117	0	0
2016-01-23	1118	0	0
2016-01-24	1119	0	0
2016-01-25	1120	0	0
2016-01-26	1121	0	0
2016-01-27	1122	0	0
2016-01-28	1123	0	0
2016-01-29	1124	0	0
2016-01-30	1125	0	0
2016-01-31	1126	0	0
2016-02-01	1127	0	0
2016-02-02	1128	0	0
2016-02-03	1129	0	0
2016-02-04	1130	0	0
2016-02-05	1131	0	0
2016-02-06	1132	0	0
2016-02-07	1133	0	0
2016-02-08	1134	0	0
2016-02-09	1135	0	0
2016-02-10	1136	0	0
2016-02-11	1137	0	0
2016-02-12	1138	0	0
2016-02-13	1139	0	0
2016-02-14	1140	0	0
2016-02-15	1141	0	0
2016-02-16	1142	0	0
2016-02-17	1143	0	0
2016-02-18	1144	0	0
2016-02-19	1145	0	0
2016-02-20	1146	0	0
2016-02-21	1147	0	0
2016-02-22	1148	0	0
2016-02-23	1149	0	0
2016-02-24	1150	0	0
2016-02-25	1151	0	0
2016-02-26	1152	0	0
2016-02-27	1153	0	0
2016-02-28	1154	0	0
2016-02-29	1155	0	0
2016-03-01	1156	0	0
2016-03-02	1157	0	0
2016-03-03	1158	0	0
2016-03-04	1159	0	0
2016-03-05	1160	0	0
2016-03-06	1161	0	0
2016-03-07	1162	0	0
2016-03-08	1163	0	0
2016-03-09	1164	0	0
2016-03-10	1165	0	0
2016-03-11	1166	0	0
2016-03-12	1167	0	0
2016-03-13	1168	0	0
2016-03-14	1169	0	0
2016-03-15	1170	0	0
2016-03-16	1171	0	0
2016-03-17	1172	0	0
2016-03-18	1173	0	0
2016-03-19	1174	0	0
2016-03-20	1175	0	0
2016-03-21	1176	0	0
2016-03-22	1177	0	0
2016-03-23	1178	0	0
2016-03-24	1179	0	0
2016-03-25	1180	0	0
2016-03-26	1181	0	0
2016-03-27	1182	0	0
2016-03-28	1183	0	0
2016-03-29	1184	0	0
2016-03-30	1185	0	0
2016-03-31	1186	0	0
2016-04-01	1187	0	0
2016-04-02	1188	0	0
2016-04-03	1189	0	0
2016-04-04	1190	0	0
2016-04-05	1191	0	0
2016-04-06	1192	0	0
2016-04-07	1193	0	0
2016-04-08	1194	0	0
2016-04-09	1195	0	0
2016-04-10	1196	0	0
2016-04-11	1197	0	0
2016-04-12	1198	0	0
2016-04-13	1199	0	0
2016-04-14	1200	0	0
2016-04-15	1201	0	0
2016-04-16	1202	0	0
2016-04-17	1203	0	0
2016-04-18	1204	0	0
2016-04-19	1205	0	0
2016-04-20	1206	0	0
2016-04-21	1207	0	0
2016-04-22	1208	0	0
2016-04-23	1209	0	0
2016-04-24	1210	0	0
2016-04-25	1211	0	0
2016-04-26	1212	0	0
2016-04-27	1213	0	0
2016-04-28	1214	0	0
2016-04-29	1215	0	0
2016-04-30	1216	0	0
2016-05-01	1217	0	0
2016-05-02	1218	0	0
2016-05-03	1219	0	0
2016-05-04	1220	0	0
2016-05-05	1221	0	0
2016-05-06	1222	0	0
2016-05-07	1223	0	0
2016-05-08	1224	0	0
2016-05-09	1225	0	0
2016-05-10	1226	0	0
2016-05-11	1227	0	0
2016-05-12	1228	0	0
2016-05-13	1229	0	0
2016-05-14	1230	0	0
2016-05-15	1231	0	0
2016-05-16	1232	0	0
2016-05-17	1233	0	0
2016-05-18	1234	0	0
2016-05-19	1235	0	0
2016-05-20	1236	0	0
2016-05-21	1237	0	0
2016-05-22	1238	0	0
2016-05-23	1239	0	0
2016-05-24	1240	0	0
2016-05-25	1241	0	0
2016-05-26	1242	0	0
2016-05-27	1243	0	0
2016-05-28	1244	0	0
2016-05-29	1245	0	0
2016-05-30	1246	0	0
2016-05-31	1247	0	0
2016-06-01	1248	0	0
2016-06-02	1249	0	0
2016-06-03	1250	0	0
2016-06-04	1251	0	0
2016-06-05	1252	0	0
2016-06-06	1253	0	0
2016-06-07	1254	0	0
2016-06-08	1255	0	0
2016-06-09	1256	0	0
2016-06-10	1257	0	0
2016-06-11	1258	0	0
2016-06-12	1259	0	0
2016-06-13	1260	0	0
2016-06-14	1261	0	0
2016-06-15	1262	0	0
2016-06-16	1263	0	0
2016-06-17	1264	0	0
2016-06-18	1265	0	0
2016-06-19	1266	0	0
2016-06-20	1267	0	0
2016-06-21	1268	0	0
2016-06-22	1269	0	0
2016-06-23	1270	0	0
2016-06-24	1271	0	0
2016-06-25	1272	0	0
2016-06-26	1273	0	0
2016-06-27	1274	0	0
2016-06-28	1275	0	0
2016-06-29	1276	0	0
2016-06-30	1277	0	0
2016-07-01	1278	0	0
2016-07-02	1279	0	0
2016-07-03	1280	0	0
2016-07-04	1281	0	0
2016-07-05	1282	0	0
2016-07-06	1283	0	0
2016-07-07	1284	0	0
2016-07-08	1285	0	0
2016-07-09	1286	0	0
2016-07-10	1287	0	0
2016-07-11	1288	0	0
2016-07-12	1289	0	0
2016-07-13	1290	0	0
2016-07-14	1291	0	0
2016-07-15	1292	0	0
2016-07-16	1293	0	0
2016-07-17	1294	0	0
2016-07-18	1295	0	0
2016-07-19	1296	0	0
2016-07-20	1297	0	0
2016-07-21	1298	0	0
2016-07-22	1299	0	0
2016-07-23	1300	0	0
2016-07-24	1301	0	0
2016-07-25	1302	0	0
2016-07-26	1303	0	0
2016-07-27	1304	0	0
2016-07-28	1305	0	0
2016-07-29	1306	0	0
2016-07-30	1307	0	0
2016-07-31	1308	0	0
2016-08-01	1309	0	0
2016-08-02	1310	0	0
2016-08-03	1311	0	0
2016-08-04	1312	0	0
2016-08-05	1313	0	0
2016-08-06	1314	0	0
2016-08-07	1315	0	0
2016-08-08	1316	0	0
2016-08-09	1317	0	0
2016-08-10	1318	0	0
2016-08-11	1319	0	0
2016-08-12	1320	0	0
2016-08-13	1321	0	0
2016-08-14	1322	0	0
2016-08-15	1323	0	0
2016-08-16	1324	0	0
2016-08-17	1325	0	0
2016-08-18	1326	0	0
2016-08-19	1327	0	0
2016-08-20	1328	0	0
2016-08-21	1329	0	0
2016-08-22	1330	0	0
2016-08-23	1331	0	0
2016-08-24	1332	0	0
2016-08-25	1333	0	0
2016-08-26	1334	0	0
2016-08-27	1335	0	0
2016-08-28	1336	0	0
2016-08-29	1337	0	0
2016-08-30	1338	0	0
2016-08-31	1339	0	0
2016-09-01	1340	0	0
2016-09-02	1341	0	0
2016-09-03	1342	0	0
2016-09-04	1343	0	0
2016-09-05	1344	0	0
2016-09-06	1345	0	0
2016-09-07	1346	0	0
2016-09-08	1347	0	0
2016-09-09	1348	0	0
2016-09-10	1349	0	0
2016-09-11	1350	0	0
2016-09-12	1351	0	0
2016-09-13	1352	0	0
2016-09-14	1353	0	0
2016-09-15	1354	0	0
2016-09-16	1355	0	0
2016-09-17	1356	0	0
2016-09-18	1357	0	0
2016-09-19	1358	0	0
2016-09-20	1359	0	0
2016-09-21	1360	0	0
2016-09-22	1361	0	0
2016-09-23	1362	0	0
2016-09-24	1363	0	0
2016-09-25	1364	0	0
2016-09-26	1365	0	0
2016-09-27	1366	0	0
2016-09-28	1367	0	0
2016-09-29	1368	0	0
2016-09-30	1369	0	0
2016-10-01	1370	0	0
2016-10-02	1371	0	0
2016-10-03	1372	0	0
2016-10-04	1373	0	0
2016-10-05	1374	0	0
2016-10-06	1375	0	0
2016-10-07	1376	0	0
2016-10-08	1377	0	0
2016-10-09	1378	0	0
2016-10-10	1379	0	0
2016-10-11	1380	0	0
2016-10-12	1381	0	0
2016-10-13	1382	0	0
2016-10-14	1383	0	0
2016-10-15	1384	0	0
2016-10-16	1385	0	0
2016-10-17	1386	0	0
2016-10-18	1387	0	0
2016-10-19	1388	0	0
2016-10-20	1389	0	0
2016-10-21	1390	0	0
2016-10-22	1391	0	0
2016-10-23	1392	0	0
2016-10-24	1393	0	0
2016-10-25	1394	0	0
2016-10-26	1395	0	0
2016-10-27	1396	0	0
2016-10-28	1397	0	0
2016-10-29	1398	0	0
2016-10-30	1399	0	0
2016-10-31	1400	0	0
2016-11-01	1401	0	0
2016-11-02	1402	0	0
2016-11-03	1403	0	0
2016-11-04	1404	0	0
2016-11-05	1405	0	0
2016-11-06	1406	0	0
2016-11-07	1407	0	0
2016-11-08	1408	0	0
2016-11-09	1409	0	0
2016-11-10	1410	0	0
2016-11-11	1411	0	0
2016-11-12	1412	0	0
2016-11-13	1413	0	0
2016-11-14	1414	0	0
2016-11-15	1415	0	0
2016-11-16	1416	0	0
2016-11-17	1417	0	0
2016-11-18	1418	0	0
2016-11-19	1419	0	0
2016-11-20	1420	0	0
2016-11-21	1421	0	0
2016-11-22	1422	0	0
2016-11-23	1423	0	0
2016-11-24	1424	0	0
2016-11-25	1425	0	0
2016-11-26	1426	0	0
2016-11-27	1427	0	0
2016-11-28	1428	0	0
2016-11-29	1429	0	0
2016-11-30	1430	0	0
2016-12-01	1431	0	0
2016-12-02	1432	0	0
2016-12-03	1433	0	0
2016-12-04	1434	0	0
2016-12-05	1435	0	0
2016-12-06	1436	0	0
2016-12-07	1437	0	0
2016-12-08	1438	0	0
2016-12-09	1439	0	0
2016-12-10	1440	0	0
2016-12-11	1441	0	0
2016-12-12	1442	0	0
2016-12-13	1443	0	0
2016-12-14	1444	0	0
2016-12-15	1445	0	0
2016-12-16	1446	0	0
2016-12-17	1447	0	0
2016-12-18	1448	0	0
2016-12-19	1449	0	0
2016-12-20	1450	0	0
2016-12-21	1451	0	0
2016-12-22	1452	0	0
2016-12-23	1453	0	0
2016-12-24	1454	0	0
2016-12-25	1455	0	0
2016-12-26	1456	0	0
2016-12-27	1457	0	0
2016-12-28	1458	0	0
2016-12-29	1459	0	0
2016-12-30	1460	0	0
2016-12-31	1461	0	0
2017-01-01	1462	0	0
2017-01-02	1463	0	0
2017-01-03	1464	0	0
2017-01-04	1465	0	0
2017-01-05	1466	0	0
2017-01-06	1467	0	0
2017-01-07	1468	0	0
2017-01-08	1469	0	0
2017-01-09	1470	0	0
2017-01-10	1471	0	0
2017-01-11	1472	0	0
2017-01-12	1473	0	0
2017-01-13	1474	0	0
2017-01-14	1475	0	0
2017-01-15	1476	0	0
2017-01-16	1477	0	0
2017-01-17	1478	0	0
2017-01-18	1479	0	0
2017-01-19	1480	0	0
2017-01-20	1481	0	0
2017-01-21	1482	0	0
2017-01-22	1483	0	0
2017-01-23	1484	0	0
2017-01-24	1485	0	0
2017-01-25	1486	0	0
2017-01-26	1487	0	0
2017-01-27	1488	0	0
2017-01-28	1489	0	0
2017-01-29	1490	0	0
2017-01-30	1491	0	0
2017-01-31	1492	0	0
2017-02-01	1493	0	0
2017-02-02	1494	0	0
2017-02-03	1495	0	0
2017-02-04	1496	0	0
2017-02-05	1497	0	0
2017-02-06	1498	0	0
2017-02-07	1499	0	0
2017-02-08	1500	0	0
2017-02-09	1501	0	0
2017-02-10	1502	0	0
2017-02-11	1503	0	0
2017-02-12	1504	0	0
2017-02-13	1505	0	0
2017-02-14	1506	0	0
2017-02-15	1507	0	0
2017-02-16	1508	0	0
2017-02-17	1509	0	0
2017-02-18	1510	0	0
2017-02-19	1511	0	0
2017-02-20	1512	0	0
2017-02-21	1513	0	0
2017-02-22	1514	0	0
2017-02-23	1515	0	0
2017-02-24	1516	0	0
2017-02-25	1517	0	0
2017-02-26	1518	0	0
2017-02-27	1519	0	0
2017-02-28	1520	0	0
2017-03-01	1521	0	0
2017-03-02	1522	0	0
2017-03-03	1523	0	0
2017-03-04	1524	0	0
2017-03-05	1525	0	0
2017-03-06	1526	0	0
2017-03-07	1527	0	0
2017-03-08	1528	0	0
2017-03-09	1529	0	0
2017-03-10	1530	0	0
2017-03-11	1531	0	0
2017-03-12	1532	0	0
2017-03-13	1533	0	0
2017-03-14	1534	0	0
2017-03-15	1535	0	0
2017-03-16	1536	0	0
2017-03-17	1537	0	0
2017-03-18	1538	0	0
2017-03-19	1539	0	0
2017-03-20	1540	0	0
2017-03-21	1541	0	0
2017-03-22	1542	0	0
2017-03-23	1543	0	0
2017-03-24	1544	0	0
2017-03-25	1545	0	0
2017-03-26	1546	0	0
2017-03-27	1547	0	0
2017-03-28	1548	0	0
2017-03-29	1549	0	0
2017-03-30	1550	0	0
2017-03-31	1551	0	0
2017-04-01	1552	0	0
2017-04-02	1553	0	0
2017-04-03	1554	0	0
2017-04-04	1555	0	0
2017-04-05	1556	0	0
2017-04-06	1557	0	0
2017-04-07	1558	0	0
2017-04-08	1559	0	0
2017-04-09	1560	0	0
2017-04-10	1561	0	0
2017-04-11	1562	0	0
2017-04-12	1563	0	0
2017-04-13	1564	0	0
2017-04-14	1565	0	0
2017-04-15	1566	0	0
2017-04-16	1567	0	0
2017-04-17	1568	0	0
2017-04-18	1569	0	0
2017-04-19	1570	0	0
2017-04-20	1571	0	0
2017-04-21	1572	0	0
2017-04-22	1573	0	0
2017-04-23	1574	0	0
2017-04-24	1575	0	0
2017-04-25	1576	0	0
2017-04-26	1577	0	0
2017-04-27	1578	0	0
2017-04-28	1579	0	0
2017-04-29	1580	0	0
2017-04-30	1581	0	0
2017-05-01	1582	0	0
2017-05-02	1583	0	0
2017-05-03	1584	0	0
2017-05-04	1585	0	0
2017-05-05	1586	0	0
2017-05-06	1587	0	0
2017-05-07	1588	0	0
2017-05-08	1589	0	0
2017-05-09	1590	0	0
2017-05-10	1591	0	0
2017-05-11	1592	0	0
2017-05-12	1593	0	0
2017-05-13	1594	0	0
2017-05-14	1595	0	0
2017-05-15	1596	0	0
2017-05-16	1597	0	0
2017-05-17	1598	0	0
2017-05-18	1599	0	0
2017-05-19	1600	0	0
2017-05-20	1601	0	0
2017-05-21	1602	0	0
2017-05-22	1603	0	0
2017-05-23	1604	0	0
2017-05-24	1605	0	0
2017-05-25	1606	0	0
2017-05-26	1607	0	0
2017-05-27	1608	0	0
2017-05-28	1609	0	0
2017-05-29	1610	0	0
2017-05-30	1611	0	0
2017-05-31	1612	0	0
2017-06-01	1613	0	0
2017-06-02	1614	0	0
2017-06-03	1615	0	0
2017-06-04	1616	0	0
2017-06-05	1617	0	0
2017-06-06	1618	0	0
2017-06-07	1619	0	0
2017-06-08	1620	0	0
2017-06-09	1621	0	0
2017-06-10	1622	0	0
2017-06-11	1623	0	0
2017-06-12	1624	0	0
2017-06-13	1625	0	0
2017-06-14	1626	0	0
2017-06-15	1627	0	0
2017-06-16	1628	0	0
2017-06-17	1629	0	0
2017-06-18	1630	0	0
2017-06-19	1631	0	0
2017-06-20	1632	0	0
2017-06-21	1633	0	0
2017-06-22	1634	0	0
2017-06-23	1635	0	0
2017-06-24	1636	0	0
2017-06-25	1637	0	0
2017-06-26	1638	0	0
2017-06-27	1639	0	0
2017-06-28	1640	0	0
2017-06-29	1641	0	0
2017-06-30	1642	0	0
2017-07-01	1643	0	0
2017-07-02	1644	0	0
2017-07-03	1645	0	0
2017-07-04	1646	0	0
2017-07-05	1647	0	0
2017-07-06	1648	0	0
2017-07-07	1649	0	0
2017-07-08	1650	0	0
2017-07-09	1651	0	0
2017-07-10	1652	0	0
2017-07-11	1653	0	0
2017-07-12	1654	0	0
2017-07-13	1655	0	0
2017-07-14	1656	0	0
2017-07-15	1657	0	0
2017-07-16	1658	0	0
2017-07-17	1659	0	0
2017-07-18	1660	0	0
2017-07-19	1661	0	0
2017-07-20	1662	0	0
2017-07-21	1663	0	0
2017-07-22	1664	0	0
2017-07-23	1665	0	0
2017-07-24	1666	0	0
2017-07-25	1667	0	0
2017-07-26	1668	0	0
2017-07-27	1669	0	0
2017-07-28	1670	0	0
2017-07-29	1671	0	0
2017-07-30	1672	0	0
2017-07-31	1673	0	0
2017-08-01	1674	0	0
2017-08-02	1675	0	0
2017-08-03	1676	0	0
2017-08-04	1677	0	0
2017-08-05	1678	0	0
2017-08-06	1679	0	0
2017-08-07	1680	0	0
2017-08-08	1681	0	0
2017-08-09	1682	0	0
2017-08-10	1683	0	0
2017-08-11	1684	0	0
2017-08-12	1685	0	0
2017-08-13	1686	0	0
2017-08-14	1687	0	0
2017-08-15	1688	0	0
2017-08-16	1689	0	0
2017-08-17	1690	0	0
2017-08-18	1691	0	0
2017-08-19	1692	0	0
2017-08-20	1693	0	0
2017-08-21	1694	0	0
2017-08-22	1695	0	0
2017-08-23	1696	0	0
2017-08-24	1697	0	0
2017-08-25	1698	0	0
2017-08-26	1699	0	0
2017-08-27	1700	0	0
2017-08-28	1701	0	0
2017-08-29	1702	0	0
2017-08-30	1703	0	0
2017-08-31	1704	0	0
2017-09-01	1705	0	0
2017-09-02	1706	0	0
2017-09-03	1707	0	0
2017-09-04	1708	0	0
2017-09-05	1709	0	0
2017-09-06	1710	0	0
2017-09-07	1711	0	0
2017-09-08	1712	0	0
2017-09-09	1713	0	0
2017-09-10	1714	0	0
2017-09-11	1715	0	0
2017-09-12	1716	0	0
2017-09-13	1717	0	0
2017-09-14	1718	0	0
2017-09-15	1719	0	0
2017-09-16	1720	0	0
2017-09-17	1721	0	0
2017-09-18	1722	0	0
2017-09-19	1723	0	0
2017-09-20	1724	0	0
2017-09-21	1725	0	0
2017-09-22	1726	0	0
2017-09-23	1727	0	0
2017-09-24	1728	0	0
2017-09-25	1729	0	0
2017-09-26	1730	0	0
2017-09-27	1731	0	0
2017-09-28	1732	0	0
2017-09-29	1733	0	0
2017-09-30	1734	0	0
2017-10-01	1735	0	0
2017-10-02	1736	0	0
2017-10-03	1737	0	0
2017-10-04	1738	0	0
2017-10-05	1739	0	0
2017-10-06	1740	0	0
2017-10-07	1741	0	0
2017-10-08	1742	0	0
2017-10-09	1743	0	0
2017-10-10	1744	0	0
2017-10-11	1745	0	0
2017-10-12	1746	0	0
2017-10-13	1747	0	0
2017-10-14	1748	0	0
2017-10-15	1749	0	0
2017-10-16	1750	0	0
2017-10-17	1751	0	0
2017-10-18	1752	0	0
2017-10-19	1753	0	0
2017-10-20	1754	0	0
2017-10-21	1755	0	0
2017-10-22	1756	0	0
2017-10-23	1757	0	0
2017-10-24	1758	0	0
2017-10-25	1759	0	0
2017-10-26	1760	0	0
2017-10-27	1761	0	0
2017-10-28	1762	0	0
2017-10-29	1763	0	0
2017-10-30	1764	0	0
2017-10-31	1765	0	0
2017-11-01	1766	0	0
2017-11-02	1767	0	0
2017-11-03	1768	0	0
2017-11-04	1769	0	0
2017-11-05	1770	0	0
2017-11-06	1771	0	0
2017-11-07	1772	0	0
2017-11-08	1773	0	0
2017-11-09	1774	0	0
2017-11-10	1775	0	0
2017-11-11	1776	0	0
2017-11-12	1777	0	0
2017-11-13	1778	0	0
2017-11-14	1779	0	0
2017-11-15	1780	0	0
2017-11-16	1781	0	0
2017-11-17	1782	0	0
2017-11-18	1783	0	0
2017-11-19	1784	0	0
2017-11-20	1785	0	0
2017-11-21	1786	0	0
2017-11-22	1787	0	0
2017-11-23	1788	0	0
2017-11-24	1789	0	0
2017-11-25	1790	0	0
2017-11-26	1791	0	0
2017-11-27	1792	0	0
2017-11-28	1793	0	0
2017-11-29	1794	0	0
2017-11-30	1795	0	0
2017-12-01	1796	0	0
2017-12-02	1797	0	0
2017-12-03	1798	0	0
2017-12-04	1799	0	0
2017-12-05	1800	0	0
2017-12-06	1801	0	0
2017-12-07	1802	0	0
2017-12-08	1803	0	0
2017-12-09	1804	0	0
2017-12-10	1805	0	0
2017-12-11	1806	0	0
2017-12-12	1807	0	0
2017-12-13	1808	0	0
2017-12-14	1809	0	0
2017-12-15	1810	0	0
2017-12-16	1811	0	0
2017-12-17	1812	0	0
2017-12-18	1813	0	0
2017-12-19	1814	0	0
2017-12-20	1815	0	0
2017-12-21	1816	0	0
2017-12-22	1817	0	0
2017-12-23	1818	0	0
2017-12-24	1819	0	0
2017-12-25	1820	0	0
2017-12-26	1821	0	0
2017-12-27	1822	0	0
2017-12-28	1823	0	0
2017-12-29	1824	0	0
2017-12-30	1825	0	0
2017-12-31	1826	0	0
2018-01-01	1827	0	0
2018-01-02	1828	0	0
2018-01-03	1829	0	0
2018-01-04	1830	0	0
2018-01-05	1831	0	0
2018-01-06	1832	0	0
2018-01-07	1833	0	0
2018-01-08	1834	0	0
2018-01-09	1835	0	0
2018-01-10	1836	0	0
2018-01-11	1837	0	0
2018-01-12	1838	0	0
2018-01-13	1839	0	0
2018-01-14	1840	0	0
2018-01-15	1841	0	0
2018-01-16	1842	0	0
2018-01-17	1843	0	0
2018-01-18	1844	0	0
2018-01-19	1845	0	0
2018-01-20	1846	0	0
2018-01-21	1847	0	0
2018-01-22	1848	0	0
2018-01-23	1849	0	0
2018-01-24	1850	0	0
2018-01-25	1851	0	0
2018-01-26	1852	0	0
2018-01-27	1853	0	0
2018-01-28	1854	0	0
2018-01-29	1855	0	0
2018-01-30	1856	0	0
2018-01-31	1857	0	0
2018-02-01	1858	0	0
2018-02-02	1859	0	0
2018-02-03	1860	0	0
2018-02-04	1861	0	0
2018-02-05	1862	0	0
2018-02-06	1863	0	0
2018-02-07	1864	0	0
2018-02-08	1865	0	0
2018-02-09	1866	0	0
2018-02-10	1867	0	0
2018-02-11	1868	0	0
2018-02-12	1869	0	0
2018-02-13	1870	0	0
2018-02-14	1871	0	0
2018-02-15	1872	0	0
2018-02-16	1873	0	0
2018-02-17	1874	0	0
2018-02-18	1875	0	0
2018-02-19	1876	0	0
2018-02-20	1877	0	0
2018-02-21	1878	0	0
2018-02-22	1879	0	0
2018-02-23	1880	0	0
2018-02-24	1881	0	0
2018-02-25	1882	0	0
2018-02-26	1883	0	0
2018-02-27	1884	0	0
2018-02-28	1885	0	0
2018-03-01	1886	0	0
2018-03-02	1887	0	0
2018-03-03	1888	0	0
2018-03-04	1889	0	0
2018-03-05	1890	0	0
2018-03-06	1891	0	0
2018-03-07	1892	0	0
2018-03-08	1893	0	0
2018-03-09	1894	0	0
2018-03-10	1895	0	0
2018-03-11	1896	0	0
2018-03-12	1897	0	0
2018-03-13	1898	0	0
2018-03-14	1899	0	0
2018-03-15	1900	0	0
2018-03-16	1901	0	0
2018-03-17	1902	0	0
2018-03-18	1903	0	0
2018-03-19	1904	0	0
2018-03-20	1905	0	0
2018-03-21	1906	0	0
2018-03-22	1907	0	0
2018-03-23	1908	0	0
2018-03-24	1909	0	0
2018-03-25	1910	0	0
2018-03-26	1911	0	0
2018-03-27	1912	0	0
2018-03-28	1913	0	0
2018-03-29	1914	0	0
2018-03-30	1915	0	0
2018-03-31	1916	0	0
2018-04-01	1917	0	0
2018-04-02	1918	0	0
2018-04-03	1919	0	0
2018-04-04	1920	0	0
2018-04-05	1921	0	0
2018-04-06	1922	0	0
2018-04-07	1923	0	0
2018-04-08	1924	0	0
2018-04-09	1925	0	0
2018-04-10	1926	0	0
2018-04-11	1927	0	0
2018-04-12	1928	0	0
2018-04-13	1929	0	0
2018-04-14	1930	0	0
2018-04-15	1931	0	0
2018-04-16	1932	0	0
2018-04-17	1933	0	0
2018-04-18	1934	0	0
2018-04-19	1935	0	0
2018-04-20	1936	0	0
2018-04-21	1937	0	0
2018-04-22	1938	0	0
2018-04-23	1939	0	0
2018-04-24	1940	0	0
2018-04-25	1941	0	0
2018-04-26	1942	0	0
2018-04-27	1943	0	0
2018-04-28	1944	0	0
2018-04-29	1945	0	0
2018-04-30	1946	0	0
2018-05-01	1947	0	0
2018-05-02	1948	0	0
2018-05-03	1949	0	0
2018-05-04	1950	0	0
2018-05-05	1951	0	0
2018-05-06	1952	0	0
2018-05-07	1953	0	0
2018-05-08	1954	0	0
2018-05-09	1955	0	0
2018-05-10	1956	0	0
