Simulation results on grassland dynamics (at population and community level).
Time	PFT	Fraction
609	2	40.5797
610	0	57.971
610	1	1.44928
610	2	40.5797
611	0	58.5714
611	1	1.42857
611	2	40
612	0	58.3333
612	1	1.38889
612	2	40.2778
613	0	57.3333
613	1	2.66667
613	2	40
614	0	56.5789
614	1	3.94737
614	2	39.4737
615	0	57.1429
615	1	2.5974
615	2	40.2597
616	0	55.8442
616	1	3.8961
616	2	40.2597
617	0	55.1282
617	1	3.84615
617	2	41.0256
618	0	56.5789
618	1	3.94737
618	2	39.4737
619	0	57.3333
619	1	2.66667
619	2	40
620	0	57.1429
620	1	3.8961
620	2	38.961
621	0	54.6667
621	1	5.33333
621	2	40
622	0	54.5455
622	1	5.19481
622	2	40.2597
623	0	54.7945
623	1	4.10959
623	2	41.0959
624	0	54.1667
624	1	4.16667
624	2	41.6667
625	0	53.4247
625	1	4.10959
625	2	42.4658
626	0	51.3514
626	1	5.40541
626	2	43.2432
627	0	51.3889
627	1	5.55556
627	2	43.0556
628	0	51.3889
628	1	5.55556
628	2	43.0556
629	0	47.7612
629	1	7.46269
629	2	44.7761
630	0	46.2687
630	1	7.46269
630	2	46.2687
631	0	45.7143
631	1	8.57143
631	2	45.7143
632	0	45.7143
632	1	8.57143
632	2	45.7143
633	0	46.875
633	1	4.6875
633	2	48.4375
634	0	45.4545
634	1	6.06061
634	2	48.4848
635	0	43.9394
635	1	6.06061
635	2	50
636	0	44.1176
636	1	5.88235
636	2	50
637	0	45.5882
637	1	7.35294
637	2	47.0588
638	0	47.0588
638	1	7.35294
638	2	45.5882
639	0	47.0588
639	1	5.88235
639	2	47.0588
640	0	48.5294
640	1	4.41176
640	2	47.0588
641	0	46.2687
641	1	5.97015
641	2	47.7612
642	0	47.7612
642	1	4.47761
642	2	47.7612
643	0	48.5294
643	1	2.94118
643	2	48.5294
644	0	47.7612
644	1	2.98507
644	2	49.2537
645	0	47.0588
645	1	4.41176
645	2	48.5294
646	0	47.1429
646	1	5.71429
646	2	47.1429
647	0	46.5753
647	1	6.84932
647	2	46.5753
648	0	46.6667
648	1	6.66667
648	2	46.6667
649	0	45.3333
649	1	8
649	2	46.6667
650	0	46.6667
650	1	8
650	2	45.3333
651	0	45.9459
651	1	8.10811
651	2	45.9459
652	0	47.8873
652	1	7.04225
652	2	45.0704
653	0	49.2754
653	1	5.7971
653	2	44.9275
654	0	51.4706
654	1	7.35294
654	2	41.1765
655	0	50
655	1	8.57143
655	2	41.4286
656	0	51.4286
656	1	7.14286
656	2	41.4286
657	0	52.8571
657	1	4.28571
657	2	42.8571
658	0	55.3846
658	1	3.07692
658	2	41.5385
659	0	53.0303
659	1	4.54545
659	2	42.4242
660	0	52.2388
660	1	5.97015
660	2	41.791
661	0	50
661	1	7.35294
661	2	42.6471
662	0	50
662	1	7.57576
662	2	42.4242
663	0	50.7463
663	1	5.97015
663	2	43.2836
664	0	50.7463
664	1	4.47761
664	2	44.7761
665	0	50.7246
665	1	5.7971
665	2	43.4783
666	0	53.7313
666	1	1.49254
666	2	44.7761
667	0	51.5625
667	1	1.5625
667	2	46.875
668	0	50
668	1	3.125
668	2	46.875
669	0	50
669	1	4.54545
669	2	45.4545
670	0	50
670	1	4.54545
670	2	45.4545
671	0	47.7612
671	1	5.97015
671	2	46.2687
672	0	47.8261
672	1	5.7971
672	2	46.3768
673	0	47.8873
673	1	7.04225
673	2	45.0704
674	0	47.9452
674	1	6.84932
674	2	45.2055
675	0	47.2973
675	1	8.10811
675	2	44.5946
676	0	48
676	1	8
676	2	44
677	0	49.3151
677	1	6.84932
677	2	43.8356
678	0	50
678	1	5.40541
678	2	44.5946
679	0	50
679	1	5.26316
679	2	44.7368
680	0	49.3333
680	1	5.33333
680	2	45.3333
681	0	48.6111
681	1	4.16667
681	2	47.2222
682	0	47.9452
682	1	5.47945
682	2	46.5753
683	0	48
683	1	6.66667
683	2	45.3333
684	0	46.6667
684	1	6.66667
684	2	46.6667
685	0	46.6667
685	1	6.66667
685	2	46.6667
686	0	46.6667
686	1	5.33333
686	2	48
687	0	49.3151
687	1	4.10959
687	2	46.5753
688	0	51.3889
688	1	2.77778
688	2	45.8333
689	0	49.3151
689	1	4.10959
689	2	46.5753
690	0	49.3151
690	1	4.10959
690	2	46.5753
691	0	49.2958
691	1	4.22535
691	2	46.4789
692	0	48.6111
692	1	5.55556
692	2	45.8333
693	0	49.2958
693	1	4.22535
693	2	46.4789
694	0	47.9452
694	1	5.47945
694	2	46.5753
695	0	47.2222
695	1	6.94444
695	2	45.8333
696	0	45.9459
696	1	8.10811
696	2	45.9459
697	0	45.7143
697	1	8.57143
697	2	45.7143
698	0	45.8333
698	1	9.72222
698	2	44.4444
699	0	47.2222
699	1	6.94444
699	2	45.8333
700	0	47.9452
700	1	8.21918
700	2	43.8356
701	0	46.5753
701	1	9.58904
701	2	43.8356
702	0	45.9459
702	1	10.8108
702	2	43.2432
703	0	46.6667
703	1	10.6667
703	2	42.6667
704	0	48.6486
704	1	9.45946
704	2	41.8919
705	0	48.6842
705	1	9.21053
705	2	42.1053
706	0	47.2973
706	1	9.45946
706	2	43.2432
707	0	49.3151
707	1	5.47945
707	2	45.2055
708	0	49.3151
708	1	6.84932
708	2	43.8356
709	0	50.6849
709	1	5.47945
709	2	43.8356
710	0	50
710	1	5.71429
710	2	44.2857
711	0	50
711	1	4.41176
711	2	45.5882
712	0	50
712	1	5.88235
712	2	44.1176
713	0	51.5152
713	1	6.06061
713	2	42.4242
714	0	52.2388
714	1	7.46269
714	2	40.2985
715	0	51.4706
715	1	8.82353
715	2	39.7059
716	0	50
716	1	10
716	2	40
717	0	50.7246
717	1	8.69565
717	2	40.5797
718	0	50
718	1	7.35294
718	2	42.6471
719	0	51.4706
719	1	8.82353
719	2	39.7059
720	0	50.7463
720	1	10.4478
720	2	38.806
721	0	50.7246
721	1	11.5942
721	2	37.6812
722	0	50.7463
722	1	10.4478
722	2	38.806
723	0	50
723	1	10.2941
723	2	39.7059
724	0	50.7246
724	1	10.1449
724	2	39.1304
725	0	52.9412
725	1	10.2941
725	2	36.7647
726	0	53.6232
726	1	10.1449
726	2	36.2319
727	0	52.8571
727	1	10
727	2	37.1429
728	0	52.8571
728	1	10
728	2	37.1429
729	0	52.1127
729	1	11.2676
729	2	36.6197
730	0	52.7778
730	1	11.1111
730	2	36.1111
731	0	52.7778
731	1	9.72222
731	2	37.5
732	0	52.1127
732	1	8.4507
732	2	39.4366
733	0	52.7778
733	1	8.33333
733	2	38.8889
734	0	55.7143
734	1	4.28571
734	2	40
735	0	55.5556
735	1	4.16667
735	2	40.2778
736	0	55.5556
736	1	4.16667
736	2	40.2778
737	0	56.338
737	1	4.22535
737	2	39.4366
738	0	56.1644
738	1	4.10959
738	2	39.726
739	0	58.3333
739	1	0
739	2	41.6667
740	0	57.3333
740	1	1.33333
740	2	41.3333
741	0	58.9041
741	1	0
741	2	41.0959
742	0	58.1081
742	1	1.35135
742	2	40.5405
743	0	57.1429
743	1	2.5974
743	2	40.2597
744	0	55.8442
744	1	3.8961
744	2	40.2597
745	0	55.1282
745	1	5.12821
745	2	39.7436
746	0	54.4304
746	1	5.06329
746	2	40.5063
747	0	55.8442
747	1	2.5974
747	2	41.5584
748	0	55.6962
748	1	3.79747
748	2	40.5063
749	0	54.321
749	1	4.93827
749	2	40.7407
750	0	54.321
750	1	3.7037
750	2	41.9753
751	0	53.2468
751	1	3.8961
751	2	42.8571
752	0	51.8987
752	1	5.06329
752	2	43.038
753	0	50.6173
753	1	6.17284
753	2	43.2099
754	0	51.8987
754	1	7.59494
754	2	40.5063
755	0	51.25
755	1	7.5
755	2	41.25
756	0	51.25
756	1	6.25
756	2	42.5
757	0	50
757	1	6.25
757	2	43.75
758	0	50
758	1	7.5
758	2	42.5
759	0	50
759	1	7.5
759	2	42.5
760	0	52.6316
760	1	3.94737
760	2	43.4211
761	0	51.8987
761	1	5.06329
761	2	43.038
762	0	53.2468
762	1	3.8961
762	2	42.8571
763	0	53.2468
763	1	5.19481
763	2	41.5584
764	0	51.9481
764	1	6.49351
764	2	41.5584
765	0	52
765	1	8
765	2	40
766	0	54.0541
766	1	6.75676
766	2	39.1892
767	0	52.0548
767	1	8.21918
767	2	39.726
768	0	51.3514
768	1	8.10811
768	2	40.5405
769	0	52.7027
769	1	6.75676
769	2	40.5405
770	0	54.7945
770	1	4.10959
770	2	41.0959
771	0	55.4054
771	1	4.05405
771	2	40.5405
772	0	55.4054
772	1	5.40541
772	2	39.1892
773	0	54.7945
773	1	6.84932
773	2	38.3562
774	0	55.5556
774	1	5.55556
774	2	38.8889
775	0	55.5556
775	1	6.94444
775	2	37.5
776	0	56.1644
776	1	5.47945
776	2	38.3562
777	0	57.5342
777	1	2.73973
777	2	39.726
778	0	57.5342
778	1	4.10959
778	2	38.3562
779	0	56.7568
779	1	4.05405
779	2	39.1892
780	0	57.3333
780	1	4
780	2	38.6667
781	0	55.8442
781	1	5.19481
781	2	38.961
782	0	55.1282
782	1	6.41026
782	2	38.4615
783	0	55.8442
783	1	6.49351
783	2	37.6623
784	0	56.4103
784	1	6.41026
784	2	37.1795
785	0	55.1282
785	1	7.69231
785	2	37.1795
786	0	54.321
786	1	8.64198
786	2	37.037
787	0	55
787	1	7.5
787	2	37.5
788	0	57.6923
788	1	6.41026
788	2	35.8974
789	0	58.1081
789	1	5.40541
789	2	36.4865
790	0	58.6667
790	1	4
790	2	37.3333
791	0	58.6667
791	1	2.66667
791	2	38.6667
792	0	57.1429
792	1	3.8961
792	2	38.961
793	0	58.6667
793	1	2.66667
793	2	38.6667
794	0	58.6667
794	1	4
794	2	37.3333
795	0	57.6923
795	1	5.12821
795	2	37.1795
796	0	57.6923
796	1	3.84615
796	2	38.4615
797	0	56.4103
797	1	5.12821
797	2	38.4615
798	0	56.962
798	1	6.32911
798	2	36.7089
799	0	56.4103
799	1	7.69231
799	2	35.8974
800	0	55.6962
800	1	8.86076
800	2	35.443
801	0	55.6962
801	1	8.86076
801	2	35.443
802	0	54.4304
802	1	8.86076
802	2	36.7089
803	0	55.6962
803	1	6.32911
803	2	37.9747
804	0	56.1644
804	1	4.10959
804	2	39.726
805	0	56.1644
805	1	2.73973
805	2	41.0959
806	0	55.5556
806	1	1.38889
806	2	43.0556
807	0	54.7945
807	1	2.73973
807	2	42.4658
808	0	56.1644
808	1	2.73973
808	2	41.0959
809	0	56.1644
809	1	4.10959
809	2	39.726
810	0	55.2632
810	1	5.26316
810	2	39.4737
811	0	56.5789
811	1	3.94737
811	2	39.4737
812	0	57.8947
812	1	3.94737
812	2	38.1579
813	0	55.8442
813	1	5.19481
813	2	38.961
814	0	57.1429
814	1	5.19481
814	2	37.6623
815	0	55.6962
815	1	6.32911
815	2	37.9747
816	0	55.8442
816	1	6.49351
816	2	37.6623
817	0	57.1429
817	1	5.19481
817	2	37.6623
818	0	61.6438
818	1	2.73973
818	2	35.6164
819	0	60.8108
819	1	2.7027
819	2	36.4865
820	0	60.274
820	1	2.73973
820	2	36.9863
821	0	60.274
821	1	4.10959
821	2	35.6164
822	0	58.9041
822	1	4.10959
822	2	36.9863
823	0	57.8947
823	1	5.26316
823	2	36.8421
824	0	56.5789
824	1	5.26316
824	2	38.1579
825	0	55.8442
825	1	5.19481
825	2	38.961
826	0	57.3333
826	1	4
826	2	38.6667
827	0	58.9041
827	1	1.36986
827	2	39.726
828	0	56.9444
828	1	2.77778
828	2	40.2778
829	0	55.4054
829	1	4.05405
829	2	40.5405
830	0	55.2632
830	1	3.94737
830	2	40.7895
831	0	54.4304
831	1	5.06329
831	2	40.5063
832	0	53.1646
832	1	6.32911
832	2	40.5063
833	0	53.1646
833	1	6.32911
833	2	40.5063
834	0	51.8987
834	1	6.32911
834	2	41.7722
835	0	53.2468
835	1	5.19481
835	2	41.5584
836	0	51.8987
836	1	6.32911
836	2	41.7722
837	0	51.8519
837	1	6.17284
837	2	41.9753
838	0	53.8462
838	1	6.41026
838	2	39.7436
839	0	53.8462
839	1	5.12821
839	2	41.0256
840	0	53.2468
840	1	5.19481
840	2	41.5584
841	0	53.8462
841	1	6.41026
841	2	39.7436
842	0	53.1646
842	1	7.59494
842	2	39.2405
843	0	53.0864
843	1	7.40741
843	2	39.5062
844	0	53.75
844	1	5
844	2	41.25
845	0	53.012
845	1	6.0241
845	2	40.9639
846	0	55
846	1	5
846	2	40
847	0	55
847	1	5
847	2	40
848	0	54.2169
848	1	6.0241
848	2	39.759
849	0	54.878
849	1	6.09756
849	2	39.0244
850	0	54.7619
850	1	7.14286
850	2	38.0952
851	0	54.023
851	1	8.04598
851	2	37.931
852	0	54.5455
852	1	7.95455
852	2	37.5
853	0	54.2169
853	1	7.22892
853	2	38.5542
854	0	52.439
854	1	8.53659
854	2	39.0244
855	0	53.012
855	1	7.22892
855	2	39.759
856	0	53.5714
856	1	8.33333
856	2	38.0952
857	0	52.3256
857	1	9.30233
857	2	38.3721
858	0	54.1176
858	1	9.41176
858	2	36.4706
859	0	54.7619
859	1	8.33333
859	2	36.9048
860	0	55.2941
860	1	8.23529
860	2	36.4706
861	0	57.3171
861	1	3.65854
861	2	39.0244
862	0	56.0976
862	1	3.65854
862	2	40.2439
863	0	55.9524
863	1	3.57143
863	2	40.4762
864	0	56.0976
864	1	3.65854
864	2	40.2439
865	0	58.0247
865	1	3.7037
865	2	38.2716
866	0	58.75
866	1	5
866	2	36.25
867	0	60.5263
867	1	3.94737
867	2	35.5263
868	0	59.2105
868	1	3.94737
868	2	36.8421
869	0	58.4416
869	1	3.8961
869	2	37.6623
870	0	57.5
870	1	5
870	2	37.5
871	0	58.4416
871	1	6.49351
871	2	35.0649
872	0	59.2105
872	1	6.57895
872	2	34.2105
873	0	59.2105
873	1	6.57895
873	2	34.2105
874	0	61.3333
874	1	5.33333
874	2	33.3333
875	0	61.3333
875	1	6.66667
875	2	32
876	0	60.5263
876	1	7.89474
876	2	31.5789
877	0	61.8421
877	1	7.89474
877	2	30.2632
878	0	61.039
878	1	9.09091
878	2	29.8701
879	0	59.7403
879	1	9.09091
879	2	31.1688
880	0	61.039
880	1	10.3896
880	2	28.5714
881	0	61.3333
881	1	8
881	2	30.6667
882	0	61.039
882	1	7.79221
882	2	31.1688
883	0	59.7403
883	1	9.09091
883	2	31.1688
884	0	57.8947
884	1	9.21053
884	2	32.8947
885	0	60
885	1	6.66667
885	2	33.3333
886	0	60.8108
886	1	5.40541
886	2	33.7838
887	0	62.1622
887	1	5.40541
887	2	32.4324
888	0	61.3333
888	1	5.33333
888	2	33.3333
889	0	60.8108
889	1	6.75676
889	2	32.4324
890	0	61.3333
890	1	6.66667
890	2	32
891	0	61.3333
891	1	5.33333
891	2	33.3333
892	0	60
892	1	5.33333
892	2	34.6667
893	0	60.5263
893	1	5.26316
893	2	34.2105
894	0	61.039
894	1	3.8961
894	2	35.0649
895	0	60.8108
895	1	4.05405
895	2	35.1351
896	0	60
896	1	5.33333
896	2	34.6667
897	0	59.2105
897	1	5.26316
897	2	35.5263
898	0	60.8108
898	1	2.7027
898	2	36.4865
899	0	61.3333
899	1	4
899	2	34.6667
900	0	59.7403
900	1	5.19481
900	2	35.0649
901	0	58.9744
901	1	6.41026
901	2	34.6154
902	0	58.2278
902	1	7.59494
902	2	34.1772
903	0	57.6923
903	1	6.41026
903	2	35.8974
904	0	58.2278
904	1	6.32911
904	2	35.443
905	0	57.1429
905	1	5.19481
905	2	37.6623
906	0	54.5455
906	1	6.49351
906	2	38.961
907	0	53.2468
907	1	6.49351
907	2	40.2597
908	0	54.5455
908	1	6.49351
908	2	38.961
909	0	54.4304
909	1	6.32911
909	2	39.2405
910	0	55.8442
910	1	5.19481
910	2	38.961
911	0	56.4103
911	1	3.84615
911	2	39.7436
912	0	56.5789
912	1	5.26316
912	2	38.1579
913	0	56.4103
913	1	6.41026
913	2	37.1795
914	0	55.8442
914	1	6.49351
914	2	37.6623
915	0	56.5789
915	1	3.94737
915	2	39.4737
916	0	57.8947
916	1	5.26316
916	2	36.8421
917	0	56
917	1	5.33333
917	2	38.6667
918	0	56
918	1	4
918	2	40
919	0	56.1644
919	1	2.73973
919	2	41.0959
920	0	54.1667
920	1	4.16667
920	2	41.6667
921	0	56.338
921	1	2.8169
921	2	40.8451
922	0	56.1644
922	1	4.10959
922	2	39.726
923	0	55.5556
923	1	4.16667
923	2	40.2778
924	0	54.7945
924	1	4.10959
924	2	41.0959
925	0	56.1644
925	1	4.10959
925	2	39.726
926	0	56
926	1	5.33333
926	2	38.6667
927	0	55.1282
927	1	6.41026
927	2	38.4615
928	0	56.4103
928	1	3.84615
928	2	39.7436
929	0	56
929	1	4
929	2	40
930	0	56.5789
930	1	3.94737
930	2	39.4737
931	0	58.9041
931	1	5.47945
931	2	35.6164
932	0	60.274
932	1	4.10959
932	2	35.6164
933	0	61.6438
933	1	5.47945
933	2	32.8767
934	0	60.8108
934	1	5.40541
934	2	33.7838
935	0	61.3333
935	1	5.33333
935	2	33.3333
936	0	61.3333
936	1	4
936	2	34.6667
937	0	61.8421
937	1	3.94737
937	2	34.2105
938	0	64.7887
938	1	2.8169
938	2	32.3944
939	0	65.2778
939	1	2.77778
939	2	31.9444
940	0	67.6056
940	1	1.40845
940	2	30.9859
941	0	66.6667
941	1	1.38889
941	2	31.9444
942	0	66.6667
942	1	1.38889
942	2	31.9444
943	0	66.2162
943	1	2.7027
943	2	31.0811
944	0	65.7895
944	1	3.94737
944	2	30.2632
945	0	65.3846
945	1	5.12821
945	2	29.4872
946	0	63.6364
946	1	6.49351
946	2	29.8701
947	0	62.5
947	1	7.5
947	2	30
948	0	64.1026
948	1	7.69231
948	2	28.2051
949	0	64.9351
949	1	7.79221
949	2	27.2727
950	0	65.7895
950	1	9.21053
950	2	25
951	0	65.7895
951	1	7.89474
951	2	26.3158
952	0	64.1026
952	1	8.97436
952	2	26.9231
953	0	65.3846
953	1	7.69231
953	2	26.9231
954	0	64.1975
954	1	8.64198
954	2	27.1605
955	0	64.6341
955	1	8.53659
955	2	26.8293
956	0	65.4321
956	1	7.40741
956	2	27.1605
957	0	63.2911
957	1	8.86076
957	2	27.8481
958	0	64.1026
958	1	6.41026
958	2	29.4872
959	0	63.2911
959	1	6.32911
959	2	30.3797
960	0	62.963
960	1	6.17284
960	2	30.8642
961	0	63.1579
961	1	2.63158
961	2	34.2105
962	0	62.8205
962	1	3.84615
962	2	33.3333
963	0	61.8421
963	1	3.94737
963	2	34.2105
964	0	61.5385
964	1	3.84615
964	2	34.6154
965	0	61.5385
965	1	3.84615
965	2	34.6154
966	0	60.4938
966	1	4.93827
966	2	34.5679
967	0	60.9756
967	1	3.65854
967	2	35.3659
968	0	60.7143
968	1	3.57143
968	2	35.7143
969	0	62.1951
969	1	3.65854
969	2	34.1463
970	0	62.1951
970	1	3.65854
970	2	34.1463
971	0	64.1975
971	1	3.7037
971	2	32.0988
972	0	62.5
972	1	5
972	2	32.5
973	0	60.9756
973	1	6.09756
973	2	32.9268
974	0	56.4103
974	1	7.69231
974	2	35.8974
975	0	55.6962
975	1	8.86076
975	2	35.443
976	0	56.962
976	1	7.59494
976	2	35.443
977	0	55.1282
977	1	8.97436
977	2	35.8974
978	0	55.1282
978	1	8.97436
978	2	35.8974
979	0	54.6667
979	1	9.33333
979	2	36
980	0	55.2632
980	1	9.21053
980	2	35.5263
981	0	56.7568
981	1	9.45946
981	2	33.7838
982	0	56.1644
982	1	8.21918
982	2	35.6164
983	0	57.5342
983	1	6.84932
983	2	35.6164
984	0	57.5342
984	1	6.84932
984	2	35.6164
985	0	58.1081
985	1	6.75676
985	2	35.1351
986	0	59.4595
986	1	6.75676
986	2	33.7838
987	0	58.4416
987	1	7.79221
987	2	33.7662
988	0	57.6923
988	1	8.97436
988	2	33.3333
989	0	59.1549
989	1	4.22535
989	2	36.6197
990	0	59.1549
990	1	4.22535
990	2	36.6197
991	0	60
991	1	5.71429
991	2	34.2857
992	0	59.7222
992	1	5.55556
992	2	34.7222
993	0	58.1081
993	1	6.75676
993	2	35.1351
994	0	56.5789
994	1	7.89474
994	2	35.5263
995	0	55.2632
995	1	9.21053
995	2	35.5263
996	0	55.8442
996	1	9.09091
996	2	35.0649
997	0	55.8442
997	1	9.09091
997	2	35.0649
998	0	58.1081
998	1	8.10811
998	2	33.7838
999	0	58.1081
999	1	6.75676
999	2	35.1351
1000	0	56.1644
1000	1	6.84932
1000	2	36.9863
1001	0	54.1667
1001	1	8.33333
1001	2	37.5
1002	0	54.0541
1002	1	8.10811
1002	2	37.8378
1003	0	54.1667
1003	1	8.33333
1003	2	37.5
1004	0	54.7945
1004	1	6.84932
1004	2	38.3562
1005	0	52.8571
1005	1	7.14286
1005	2	40
1006	0	52.7778
1006	1	6.94444
1006	2	40.2778
1007	0	53.5211
1007	1	7.04225
1007	2	39.4366
1008	0	56.5217
1008	1	4.34783
1008	2	39.1304
1009	0	57.971
1009	1	4.34783
1009	2	37.6812
1010	0	56.338
1010	1	5.6338
1010	2	38.0282
1011	0	56.5217
1011	1	4.34783
1011	2	39.1304
1012	0	54.9296
1012	1	5.6338
1012	2	39.4366
1013	0	54.9296
1013	1	5.6338
1013	2	39.4366
1014	0	56.7164
1014	1	5.97015
1014	2	37.3134
1015	0	58.209
1015	1	5.97015
1015	2	35.8209
1016	0	56.0606
1016	1	7.57576
1016	2	36.3636
1017	0	55.8824
1017	1	7.35294
1017	2	36.7647
1018	0	55.2239
1018	1	5.97015
1018	2	38.806
1019	0	54.6875
1019	1	6.25
1019	2	39.0625
1020	0	55.3846
1020	1	7.69231
1020	2	36.9231
1021	0	54.4118
1021	1	8.82353
1021	2	36.7647
1022	0	53.6232
1022	1	10.1449
1022	2	36.2319
1023	0	51.4706
1023	1	10.2941
1023	2	38.2353
1024	0	50
1024	1	11.4286
1024	2	38.5714
1025	0	50
1025	1	11.4286
1025	2	38.5714
1026	0	50.7042
1026	1	9.85915
1026	2	39.4366
1027	0	51.3889
1027	1	11.1111
1027	2	37.5
1028	0	52.0548
1028	1	10.9589
1028	2	36.9863
1029	0	52.1127
1029	1	9.85915
1029	2	38.0282
1030	0	54.2857
1030	1	8.57143
1030	2	37.1429
1031	0	52.1127
1031	1	9.85915
1031	2	38.0282
1032	0	52.1127
1032	1	9.85915
1032	2	38.0282
1033	0	49.2958
1033	1	11.2676
1033	2	39.4366
1034	0	49.3151
1034	1	10.9589
1034	2	39.726
1035	0	48.6486
1035	1	10.8108
1035	2	40.5405
1036	0	49.3151
1036	1	9.58904
1036	2	41.0959
1037	0	50.7463
1037	1	8.95522
1037	2	40.2985
1038	0	49.2537
1038	1	8.95522
1038	2	41.791
1039	0	49.2537
1039	1	8.95522
1039	2	41.791
1040	0	47.8261
1040	1	10.1449
1040	2	42.029
1041	0	47.8873
1041	1	9.85915
1041	2	42.2535
1042	0	47.2222
1042	1	9.72222
1042	2	43.0556
1043	0	47.9452
1043	1	9.58904
1043	2	42.4658
1044	0	50
1044	1	7.14286
1044	2	42.8571
1045	0	49.3151
1045	1	8.21918
1045	2	42.4658
1046	0	51.3889
1046	1	5.55556
1046	2	43.0556
1047	0	50.7042
1047	1	7.04225
1047	2	42.2535
1048	0	52.2388
1048	1	4.47761
1048	2	43.2836
1049	0	51.5152
1049	1	4.54545
1049	2	43.9394
1050	0	54.6875
1050	1	3.125
1050	2	42.1875
1051	0	54.5455
1051	1	4.54545
1051	2	40.9091
1052	0	55.2239
1052	1	5.97015
1052	2	38.806
1053	0	55.2239
1053	1	4.47761
1053	2	40.2985
1054	0	53.0303
1054	1	6.06061
1054	2	40.9091
1055	0	53.8462
1055	1	4.61538
1055	2	41.5385
1056	0	55.3846
1056	1	4.61538
1056	2	40
1057	0	56.9231
1057	1	3.07692
1057	2	40
1058	0	58.4615
1058	1	1.53846
1058	2	40
1059	0	56.9231
1059	1	3.07692
1059	2	40
1060	0	57.5758
1060	1	3.0303
1060	2	39.3939
1061	0	56.7164
1061	1	2.98507
1061	2	40.2985
1062	0	56.5217
1062	1	4.34783
1062	2	39.1304
1063	0	55.7143
1063	1	4.28571
1063	2	40
1064	0	55.0725
1064	1	4.34783
1064	2	40.5797
1065	0	54.2857
1065	1	5.71429
1065	2	40
1066	0	54.2857
1066	1	5.71429
1066	2	40
1067	0	54.1667
1067	1	6.94444
1067	2	38.8889
1068	0	54.9296
1068	1	4.22535
1068	2	40.8451
1069	0	54.0541
1069	1	5.40541
1069	2	40.5405
1070	0	55.4054
1070	1	4.05405
1070	2	40.5405
1071	0	56.1644
1071	1	2.73973
1071	2	41.0959
1072	0	56
1072	1	4
1072	2	40
1073	0	56
1073	1	4
1073	2	40
1074	0	57.3333
1074	1	2.66667
1074	2	40
1075	0	56.7568
1075	1	2.7027
1075	2	40.5405
1076	0	57.3333
1076	1	4
1076	2	38.6667
1077	0	56
1077	1	5.33333
1077	2	38.6667
1078	0	55.2632
1078	1	5.26316
1078	2	39.4737
1079	0	56.5789
1079	1	3.94737
1079	2	39.4737
1080	0	55.1282
1080	1	5.12821
1080	2	39.7436
1081	0	54.4304
1081	1	6.32911
1081	2	39.2405
1082	0	53.0864
1082	1	7.40741
1082	2	39.5062
1083	0	51.8072
1083	1	8.43373
1083	2	39.759
1084	0	51.8072
1084	1	8.43373
1084	2	39.759
1085	0	53.012
1085	1	7.22892
1085	2	39.759
1086	0	51.7647
1086	1	8.23529
1086	2	40
1087	0	52.9412
1087	1	8.23529
1087	2	38.8235
1088	0	52.8736
1088	1	8.04598
1088	2	39.0805
1089	0	51.7241
1089	1	8.04598
1089	2	40.2299
1090	0	50.5747
1090	1	9.1954
1090	2	40.2299
1091	0	50
1091	1	9.09091
1091	2	40.9091
1092	0	50.5747
1092	1	8.04598
1092	2	41.3793
1093	0	49.4118
1093	1	8.23529
1093	2	42.3529
1094	0	50
1094	1	7.31707
1094	2	42.6829
1095	0	50.6024
1095	1	7.22892
1095	2	42.1687
1096	0	50.5882
1096	1	8.23529
1096	2	41.1765
1097	0	50
1097	1	8.33333
1097	2	41.6667
1098	0	51.1905
1098	1	7.14286
1098	2	41.6667
1099	0	52.439
1099	1	6.09756
1099	2	41.4634
1100	0	52.381
1100	1	5.95238
1100	2	41.6667
1101	0	52.439
1101	1	6.09756
1101	2	41.4634
1102	0	53.0864
1102	1	4.93827
1102	2	41.9753
1103	0	51.8987
1103	1	6.32911
1103	2	41.7722
1104	0	51.25
1104	1	6.25
1104	2	42.5
1105	0	53.8462
1105	1	3.84615
1105	2	42.3077
1106	0	52.5641
1106	1	3.84615
1106	2	43.5897
1107	0	51.8519
1107	1	4.93827
1107	2	43.2099
1108	0	50.6173
1108	1	4.93827
1108	2	44.4444
1109	0	51.2821
1109	1	5.12821
1109	2	43.5897
1110	0	50.6667
1110	1	5.33333
1110	2	44
1111	0	50.6494
1111	1	5.19481
1111	2	44.1558
1112	0	51.2821
1112	1	6.41026
1112	2	42.3077
1113	0	51.2821
1113	1	5.12821
1113	2	43.5897
1114	0	51.8987
1114	1	5.06329
1114	2	43.038
1115	0	53.1646
1115	1	5.06329
1115	2	41.7722
1116	0	53.75
1116	1	5
1116	2	41.25
1117	0	50.6329
1117	1	6.32911
1117	2	43.038
1118	0	51.3158
1118	1	3.94737
1118	2	44.7368
1119	0	52
1119	1	5.33333
1119	2	42.6667
1120	0	51.3514
1120	1	6.75676
1120	2	41.8919
1121	0	51.3514
1121	1	6.75676
1121	2	41.8919
1122	0	49.3151
1122	1	6.84932
1122	2	43.8356
1123	0	47.9452
1123	1	6.84932
1123	2	45.2055
1124	0	48.6486
1124	1	6.75676
1124	2	44.5946
1125	0	48.0519
1125	1	7.79221
1125	2	44.1558
1126	0	48.6842
1126	1	9.21053
1126	2	42.1053
1127	0	48.1013
1127	1	10.1266
1127	2	41.7722
